Source,Target,Type,Time
1607,9038,Directed,62977
532,8447,Directed,62978
4344,8806,Directed,62979
1925,8406,Directed,62980
95,8293,Directed,62981
1244,9041,Directed,62982
2132,8406,Directed,62983
1244,9041,Directed,62984
1435,8810,Directed,62985
1244,9041,Directed,62986
562,8286,Directed,62987
4437,9045,Directed,62988
1607,9038,Directed,62989
1925,8406,Directed,62990
4530,9067,Directed,62991
4344,8806,Directed,62992
4344,8806,Directed,62993
4530,9067,Directed,62994
1992,8980,Directed,62995
4257,9055,Directed,62996
1114,8946,Directed,62997
4530,9067,Directed,62998
3874,8917,Directed,62999
3874,8806,Directed,63000
1114,8946,Directed,63001
951,8639,Directed,63002
1992,8980,Directed,63003
4530,9067,Directed,63004
3874,8917,Directed,63005
1435,8810,Directed,63006
4546,8806,Directed,63007
1179,8406,Directed,63008
4344,8806,Directed,63009
1179,8406,Directed,63010
3874,8917,Directed,63011
3874,8917,Directed,63012
2729,8931,Directed,63013
1607,9038,Directed,63014
1179,8406,Directed,63015
3437,8838,Directed,63016
4257,9055,Directed,63017
4257,9055,Directed,63018
119,8329,Directed,63019
4546,8806,Directed,63020
884,8656,Directed,63021
119,8329,Directed,63022
1925,8406,Directed,63023
4257,9055,Directed,63024
4547,9052,Directed,63025
2729,8931,Directed,63026
2973,9045,Directed,63027
2729,8931,Directed,63028
4005,8270,Directed,63029
1861,8843,Directed,63030
1804,9045,Directed,63031
2729,8931,Directed,63032
537,8705,Directed,63033
1973,8423,Directed,63034
3453,8257,Directed,63035
2729,8931,Directed,63036
983,8950,Directed,63037
1992,8980,Directed,63038
2729,8931,Directed,63039
3692,8253,Directed,63040
3453,8502,Directed,63041
2746,9057,Directed,63042
4548,8304,Directed,63043
400,9011,Directed,63044
4549,9048,Directed,63045
400,8737,Directed,63046
557,8561,Directed,63047
1179,8406,Directed,63048
3857,9043,Directed,63049
2115,8411,Directed,63050
484,8893,Directed,63051
4548,8304,Directed,63052
2729,8931,Directed,63053
1179,8406,Directed,63054
557,8561,Directed,63055
2973,9045,Directed,63056
2376,8903,Directed,63057
4548,8304,Directed,63058
537,8470,Directed,63059
2729,8931,Directed,63060
2729,8931,Directed,63061
1992,8980,Directed,63062
2973,9045,Directed,63063
2376,8903,Directed,63064
1506,8335,Directed,63065
4550,9068,Directed,63066
997,8737,Directed,63067
2729,8931,Directed,63068
1800,8286,Directed,63069
4437,9045,Directed,63070
169,8357,Directed,63071
1506,8335,Directed,63072
2668,8430,Directed,63073
169,8357,Directed,63074
2729,8931,Directed,63075
4550,9068,Directed,63076
437,8423,Directed,63077
1179,8406,Directed,63078
4257,9055,Directed,63079
1506,8335,Directed,63080
2729,8931,Directed,63081
4257,9055,Directed,63082
3386,8806,Directed,63083
437,8423,Directed,63084
4546,8806,Directed,63085
4325,9010,Directed,63086
2092,8564,Directed,63087
3793,8318,Directed,63088
3793,8318,Directed,63089
2729,8931,Directed,63090
4091,8380,Directed,63091
3080,8869,Directed,63092
1972,8828,Directed,63093
268,8706,Directed,63094
1925,8406,Directed,63095
4551,8907,Directed,63096
400,8914,Directed,63097
537,8318,Directed,63098
4257,9055,Directed,63099
4550,9068,Directed,63100
497,8806,Directed,63101
1972,8828,Directed,63102
2729,8931,Directed,63103
559,8806,Directed,63104
2776,8876,Directed,63105
1334,8751,Directed,63106
4479,8247,Directed,63107
4344,8806,Directed,63108
2729,8931,Directed,63109
268,8706,Directed,63110
4550,9068,Directed,63111
1800,8286,Directed,63112
1334,8751,Directed,63113
4550,9068,Directed,63114
437,8318,Directed,63115
4344,8806,Directed,63116
4550,9068,Directed,63117
1334,8751,Directed,63118
4344,8806,Directed,63119
4551,8907,Directed,63120
1925,8336,Directed,63121
4550,9068,Directed,63122
2003,8979,Directed,63123
4551,8907,Directed,63124
4137,8828,Directed,63125
4551,8907,Directed,63126
76,8327,Directed,63127
1992,8980,Directed,63128
1244,9041,Directed,63129
951,8639,Directed,63130
4552,8556,Directed,63131
76,8327,Directed,63132
1397,8346,Directed,63133
1244,9041,Directed,63134
1179,8406,Directed,63135
4553,8370,Directed,63136
1148,8869,Directed,63137
68,9045,Directed,63138
2535,8500,Directed,63139
1925,8336,Directed,63140
2535,8500,Directed,63141
1992,8980,Directed,63142
3874,8370,Directed,63143
1148,8717,Directed,63144
842,8638,Directed,63145
1334,8751,Directed,63146
1334,8751,Directed,63147
1397,8346,Directed,63148
2092,8877,Directed,63149
1114,8946,Directed,63150
2194,8827,Directed,63151
1334,8751,Directed,63152
4257,9055,Directed,63153
2134,8771,Directed,63154
4538,9066,Directed,63155
1334,8751,Directed,63156
304,8449,Directed,63157
4257,9055,Directed,63158
4538,9066,Directed,63159
1629,8632,Directed,63160
3845,9029,Directed,63161
1334,8751,Directed,63162
842,8638,Directed,63163
2111,8781,Directed,63164
1334,8751,Directed,63165
4554,8694,Directed,63166
2111,8781,Directed,63167
4555,8974,Directed,63168
1334,8751,Directed,63169
1992,8980,Directed,63170
3845,9029,Directed,63171
4554,8694,Directed,63172
3845,9029,Directed,63173
4257,9055,Directed,63174
687,8286,Directed,63175
4556,8406,Directed,63176
4257,9055,Directed,63177
697,8985,Directed,63178
4555,8974,Directed,63179
3845,9029,Directed,63180
1013,8974,Directed,63181
174,8251,Directed,63182
2746,9057,Directed,63183
3845,9029,Directed,63184
4554,8694,Directed,63185
58,8280,Directed,63186
4554,8694,Directed,63187
4554,8694,Directed,63188
4553,8370,Directed,63189
3715,8733,Directed,63190
1577,8237,Directed,63191
4345,8343,Directed,63192
485,8517,Directed,63193
4257,9055,Directed,63194
4550,9068,Directed,63195
485,8517,Directed,63196
485,8517,Directed,63197
2746,9057,Directed,63198
485,8517,Directed,63199
4325,9010,Directed,63200
1271,8647,Directed,63201
636,8517,Directed,63202
1271,8647,Directed,63203
4325,9010,Directed,63204
623,8671,Directed,63205
17,8806,Directed,63206
2746,9057,Directed,63207
764,8335,Directed,63208
2746,9057,Directed,63209
2921,8948,Directed,63210
4557,8806,Directed,63211
675,8411,Directed,63212
1992,8588,Directed,63213
1775,8825,Directed,63214
4257,9055,Directed,63215
1804,9048,Directed,63216
1710,8685,Directed,63217
1804,9048,Directed,63218
4558,8806,Directed,63219
2921,8948,Directed,63220
1861,8843,Directed,63221
934,8658,Directed,63222
903,8664,Directed,63223
4558,8806,Directed,63224
1804,9048,Directed,63225
2144,8411,Directed,63226
485,8517,Directed,63227
4497,8828,Directed,63228
1775,8825,Directed,63229
623,8671,Directed,63230
717,8685,Directed,63231
623,8671,Directed,63232
535,8710,Directed,63233
4500,8438,Directed,63234
611,8963,Directed,63235
3845,9029,Directed,63236
889,8487,Directed,63237
4546,8806,Directed,63238
4559,8806,Directed,63239
3845,9029,Directed,63240
4553,8370,Directed,63241
2144,8411,Directed,63242
3088,8286,Directed,63243
535,8806,Directed,63244
1114,8946,Directed,63245
4325,9010,Directed,63246
4325,9010,Directed,63247
1975,8741,Directed,63248
623,8671,Directed,63249
328,8323,Directed,63250
3845,9029,Directed,63251
1775,8825,Directed,63252
1219,8892,Directed,63253
4560,8688,Directed,63254
328,8323,Directed,63255
1775,8825,Directed,63256
4500,8447,Directed,63257
328,8323,Directed,63258
3681,8685,Directed,63259
3845,9029,Directed,63260
1130,8532,Directed,63261
2111,8781,Directed,63262
328,8323,Directed,63263
328,8323,Directed,63264
623,8671,Directed,63265
4561,8639,Directed,63266
623,8671,Directed,63267
127,8334,Directed,63268
3905,8311,Directed,63269
3749,9022,Directed,63270
1775,8825,Directed,63271
1775,8825,Directed,63272
1877,8736,Directed,63273
3749,9022,Directed,63274
4562,8791,Directed,63275
2111,8781,Directed,63276
2196,8791,Directed,63277
328,8457,Directed,63278
3845,9029,Directed,63279
3905,8311,Directed,63280
4169,8260,Directed,63281
1877,8736,Directed,63282
842,8638,Directed,63283
4562,8791,Directed,63284
2196,8791,Directed,63285
197,8375,Directed,63286
2196,8260,Directed,63287
1877,8736,Directed,63288
328,8323,Directed,63289
4562,8791,Directed,63290
2196,8791,Directed,63291
3905,8311,Directed,63292
328,8323,Directed,63293
623,8658,Directed,63294
328,8323,Directed,63295
1436,8487,Directed,63296
842,8638,Directed,63297
3905,8311,Directed,63298
4325,9010,Directed,63299
1775,8825,Directed,63300
581,8411,Directed,63301
4523,8447,Directed,63302
1089,9035,Directed,63303
3845,9029,Directed,63304
4563,8806,Directed,63305
4564,8526,Directed,63306
4565,8273,Directed,63307
3905,8311,Directed,63308
1074,9056,Directed,63309
4565,8273,Directed,63310
4137,8828,Directed,63311
4539,8639,Directed,63312
3238,8526,Directed,63313
4539,8639,Directed,63314
1382,8358,Directed,63315
1775,8825,Directed,63316
2279,8868,Directed,63317
4565,8273,Directed,63318
4566,8805,Directed,63319
476,8295,Directed,63320
535,8710,Directed,63321
4344,8806,Directed,63322
1376,8237,Directed,63323
1877,8736,Directed,63324
4344,8806,Directed,63325
623,8658,Directed,63326
2158,9045,Directed,63327
1074,9056,Directed,63328
3681,8806,Directed,63329
4325,9010,Directed,63330
4546,8806,Directed,63331
2196,8806,Directed,63332
4344,8983,Directed,63333
489,8614,Directed,63334
489,8614,Directed,63335
4546,8806,Directed,63336
489,8614,Directed,63337
4325,9010,Directed,63338
4480,8343,Directed,63339
22,8370,Directed,63340
127,8334,Directed,63341
3857,9043,Directed,63342
1684,8367,Directed,63343
4480,8343,Directed,63344
2098,8483,Directed,63345
2111,8781,Directed,63346
489,8614,Directed,63347
4222,9045,Directed,63348
1970,9053,Directed,63349
4546,8806,Directed,63350
636,8517,Directed,63351
68,8323,Directed,63352
489,8614,Directed,63353
4222,9045,Directed,63354
4567,8390,Directed,63355
4222,9045,Directed,63356
4222,9045,Directed,63357
4497,8828,Directed,63358
68,8295,Directed,63359
623,8716,Directed,63360
623,8716,Directed,63361
903,8664,Directed,63362
623,8716,Directed,63363
623,8716,Directed,63364
3070,9027,Directed,63365
2356,8548,Directed,63366
636,8517,Directed,63367
535,8806,Directed,63368
1775,8825,Directed,63369
4344,8806,Directed,63370
4565,8273,Directed,63371
1992,8980,Directed,63372
579,8252,Directed,63373
17,8278,Directed,63374
662,8549,Directed,63375
17,8806,Directed,63376
4550,9068,Directed,63377
1089,9035,Directed,63378
1722,8802,Directed,63379
36,8411,Directed,63380
535,8806,Directed,63381
4214,9053,Directed,63382
2158,9045,Directed,63383
3845,9029,Directed,63384
4550,9068,Directed,63385
2599,8923,Directed,63386
4137,8828,Directed,63387
1722,8802,Directed,63388
4568,8806,Directed,63389
4523,8447,Directed,63390
1722,8802,Directed,63391
2111,8781,Directed,63392
615,8972,Directed,63393
1806,8806,Directed,63394
2836,8941,Directed,63395
4325,9010,Directed,63396
615,8972,Directed,63397
4325,9010,Directed,63398
1992,8980,Directed,63399
2836,8941,Directed,63400
3966,8257,Directed,63401
611,8273,Directed,63402
4569,8806,Directed,63403
3966,8257,Directed,63404
4570,8411,Directed,63405
4568,8806,Directed,63406
2836,8941,Directed,63407
1806,8806,Directed,63408
636,8517,Directed,63409
535,8806,Directed,63410
4214,9053,Directed,63411
4550,9068,Directed,63412
4041,8976,Directed,63413
4568,8806,Directed,63414
526,8510,Directed,63415
2294,8691,Directed,63416
4214,9053,Directed,63417
4041,8976,Directed,63418
2294,8691,Directed,63419
2599,8923,Directed,63420
2921,8948,Directed,63421
2375,8571,Directed,63422
2294,8691,Directed,63423
4041,8976,Directed,63424
4570,8411,Directed,63425
2294,8691,Directed,63426
4041,8976,Directed,63427
4214,9053,Directed,63428
903,8664,Directed,63429
1317,8336,Directed,63430
4550,9068,Directed,63431
4571,8921,Directed,63432
3302,8639,Directed,63433
2599,8923,Directed,63434
4336,8806,Directed,63435
4336,8806,Directed,63436
2375,8571,Directed,63437
2599,8923,Directed,63438
1906,8510,Directed,63439
2599,8923,Directed,63440
4325,9010,Directed,63441
353,8370,Directed,63442
4344,8806,Directed,63443
327,8892,Directed,63444
630,8391,Directed,63445
4041,8976,Directed,63446
2111,8781,Directed,63447
4041,8976,Directed,63448
327,8892,Directed,63449
1731,8742,Directed,63450
630,8391,Directed,63451
2111,8781,Directed,63452
1074,8912,Directed,63453
3757,8734,Directed,63454
609,8375,Directed,63455
615,8972,Directed,63456
4041,8976,Directed,63457
8,9048,Directed,63458
4041,8976,Directed,63459
1008,8406,Directed,63460
615,8972,Directed,63461
2836,8941,Directed,63462
4344,8806,Directed,63463
615,8972,Directed,63464
1975,8741,Directed,63465
615,8972,Directed,63466
666,8431,Directed,63467
1423,8549,Directed,63468
1975,8741,Directed,63469
4278,9048,Directed,63470
736,8605,Directed,63471
545,8747,Directed,63472
2028,8343,Directed,63473
579,8694,Directed,63474
4572,8295,Directed,63475
1114,8946,Directed,63476
2836,8941,Directed,63477
2028,8343,Directed,63478
3857,9032,Directed,63479
3046,8670,Directed,63480
484,8411,Directed,63481
4497,8828,Directed,63482
1114,8946,Directed,63483
579,8694,Directed,63484
4573,8975,Directed,63485
545,8747,Directed,63486
224,8393,Directed,63487
615,8972,Directed,63488
68,8447,Directed,63489
1114,8946,Directed,63490
615,8972,Directed,63491
4344,8806,Directed,63492
4214,9053,Directed,63493
4344,8806,Directed,63494
2878,8438,Directed,63495
1972,8828,Directed,63496
4214,9053,Directed,63497
36,8411,Directed,63498
615,8972,Directed,63499
4214,9053,Directed,63500
89,9069,Directed,63501
4574,8888,Directed,63502
2878,8438,Directed,63503
615,8972,Directed,63504
1975,8741,Directed,63505
1008,8406,Directed,63506
615,8972,Directed,63507
1114,8946,Directed,63508
429,8372,Directed,63509
2878,8438,Directed,63510
4550,9068,Directed,63511
545,8266,Directed,63512
4041,8976,Directed,63513
4550,9068,Directed,63514
4041,8976,Directed,63515
2375,8571,Directed,63516
545,8266,Directed,63517
2878,8438,Directed,63518
319,8411,Directed,63519
1680,8250,Directed,63520
4575,8736,Directed,63521
2069,8849,Directed,63522
1257,8735,Directed,63523
2069,8849,Directed,63524
903,8664,Directed,63525
4041,8976,Directed,63526
1257,8735,Directed,63527
615,8972,Directed,63528
4523,8447,Directed,63529
308,8455,Directed,63530
4041,8976,Directed,63531
482,9054,Directed,63532
2878,8438,Directed,63533
981,8411,Directed,63534
666,8431,Directed,63535
4550,9068,Directed,63536
4041,8976,Directed,63537
4214,9053,Directed,63538
1680,8250,Directed,63539
308,8455,Directed,63540
615,8972,Directed,63541
2375,8571,Directed,63542
1442,8766,Directed,63543
482,9054,Directed,63544
4041,8976,Directed,63545
615,8972,Directed,63546
1087,8840,Directed,63547
475,8483,Directed,63548
1087,8840,Directed,63549
4041,8976,Directed,63550
1975,8741,Directed,63551
981,8411,Directed,63552
615,8972,Directed,63553
4576,8917,Directed,63554
308,8455,Directed,63555
4550,9068,Directed,63556
1975,8741,Directed,63557
4041,8976,Directed,63558
4041,8976,Directed,63559
615,8972,Directed,63560
4325,9010,Directed,63561
4577,8397,Directed,63562
4325,9010,Directed,63563
93,8307,Directed,63564
4041,8976,Directed,63565
2375,8571,Directed,63566
615,8972,Directed,63567
255,8568,Directed,63568
81,8256,Directed,63569
4214,9053,Directed,63570
615,8972,Directed,63571
1442,8766,Directed,63572
2220,8510,Directed,63573
4041,8976,Directed,63574
4041,8976,Directed,63575
615,8972,Directed,63576
1087,8840,Directed,63577
308,8455,Directed,63578
615,8972,Directed,63579
2878,8438,Directed,63580
1442,8766,Directed,63581
615,8972,Directed,63582
2375,8571,Directed,63583
2121,8382,Directed,63584
371,8694,Directed,63585
4523,8447,Directed,63586
547,8868,Directed,63587
308,8455,Directed,63588
125,8806,Directed,63589
1114,8946,Directed,63590
4041,8976,Directed,63591
1087,8840,Directed,63592
4523,8447,Directed,63593
4041,8976,Directed,63594
4148,9049,Directed,63595
2375,8571,Directed,63596
4523,8447,Directed,63597
2878,8438,Directed,63598
1114,8946,Directed,63599
1087,8840,Directed,63600
879,8654,Directed,63601
3148,8339,Directed,63602
1087,8840,Directed,63603
879,8654,Directed,63604
4523,8447,Directed,63605
1752,9040,Directed,63606
662,8549,Directed,63607
4325,9010,Directed,63608
494,8521,Directed,63609
2376,8903,Directed,63610
1296,8268,Directed,63611
615,8972,Directed,63612
4578,9033,Directed,63613
2878,8438,Directed,63614
1296,8268,Directed,63615
4579,8411,Directed,63616
2878,8438,Directed,63617
1296,8268,Directed,63618
879,8654,Directed,63619
3502,8266,Directed,63620
1087,8840,Directed,63621
423,8883,Directed,63622
1296,8268,Directed,63623
4576,8917,Directed,63624
4578,9033,Directed,63625
4,9070,Directed,63626
1992,8980,Directed,63627
903,8664,Directed,63628
4580,8873,Directed,63629
4,9070,Directed,63630
4523,8447,Directed,63631
4550,9068,Directed,63632
2576,8907,Directed,63633
1087,8840,Directed,63634
4550,9068,Directed,63635
4,9070,Directed,63636
125,8243,Directed,63637
1402,8251,Directed,63638
4,9070,Directed,63639
4,9070,Directed,63640
3857,9043,Directed,63641
1087,8840,Directed,63642
1087,8840,Directed,63643
4325,9010,Directed,63644
1402,8251,Directed,63645
4581,8806,Directed,63646
4,9070,Directed,63647
4207,8406,Directed,63648
2357,8411,Directed,63649
615,8972,Directed,63650
774,8338,Directed,63651
4,9070,Directed,63652
524,8514,Directed,63653
615,8972,Directed,63654
1402,8251,Directed,63655
774,8338,Directed,63656
4,9070,Directed,63657
615,8972,Directed,63658
2848,9048,Directed,63659
4,9070,Directed,63660
819,8313,Directed,63661
1386,8759,Directed,63662
3365,8975,Directed,63663
4582,8510,Directed,63664
4583,8549,Directed,63665
4,9070,Directed,63666
611,8510,Directed,63667
4583,8549,Directed,63668
3365,8975,Directed,63669
1087,8840,Directed,63670
1114,8946,Directed,63671
1087,8840,Directed,63672
231,8285,Directed,63673
3365,8975,Directed,63674
2825,8684,Directed,63675
1724,8406,Directed,63676
2285,8531,Directed,63677
4584,8502,Directed,63678
3385,8540,Directed,63679
4,9070,Directed,63680
3365,8975,Directed,63681
4,9070,Directed,63682
774,8338,Directed,63683
4325,9010,Directed,63684
81,8256,Directed,63685
1314,8917,Directed,63686
774,8338,Directed,63687
81,8256,Directed,63688
3385,8540,Directed,63689
2115,8411,Directed,63690
879,8654,Directed,63691
3481,8490,Directed,63692
4,9070,Directed,63693
1087,8840,Directed,63694
3365,8975,Directed,63695
3755,8806,Directed,63696
1087,8840,Directed,63697
879,8654,Directed,63698
3755,8806,Directed,63699
3755,8806,Directed,63700
579,8252,Directed,63701
4,9070,Directed,63702
3865,9033,Directed,63703
584,8411,Directed,63704
4,9070,Directed,63705
678,9044,Directed,63706
4581,8806,Directed,63707
1029,8690,Directed,63708
678,9044,Directed,63709
879,8654,Directed,63710
879,8654,Directed,63711
903,8664,Directed,63712
678,9044,Directed,63713
4,9070,Directed,63714
678,9044,Directed,63715
3481,8490,Directed,63716
4550,9068,Directed,63717
678,9044,Directed,63718
879,8654,Directed,63719
68,8438,Directed,63720
678,9044,Directed,63721
4207,8406,Directed,63722
4,9070,Directed,63723
678,9044,Directed,63724
678,9044,Directed,63725
3865,9033,Directed,63726
4,9070,Directed,63727
678,8960,Directed,63728
196,8736,Directed,63729
4,9070,Directed,63730
666,8431,Directed,63731
487,9054,Directed,63732
4,9070,Directed,63733
666,8431,Directed,63734
421,8339,Directed,63735
2923,8687,Directed,63736
1402,8251,Directed,63737
3080,8869,Directed,63738
4,9070,Directed,63739
3865,9033,Directed,63740
678,9044,Directed,63741
3966,8502,Directed,63742
4,9070,Directed,63743
903,8664,Directed,63744
4,9070,Directed,63745
666,8431,Directed,63746
4319,8694,Directed,63747
4,9070,Directed,63748
903,8664,Directed,63749
2746,9057,Directed,63750
4,9070,Directed,63751
1179,8406,Directed,63752
3865,9033,Directed,63753
1402,8251,Directed,63754
615,8972,Directed,63755
1179,8336,Directed,63756
615,8972,Directed,63757
4,9070,Directed,63758
3865,9033,Directed,63759
4,9070,Directed,63760
615,8972,Directed,63761
1179,8381,Directed,63762
93,8307,Directed,63763
1697,8747,Directed,63764
4585,8339,Directed,63765
666,8431,Directed,63766
4,9070,Directed,63767
578,8942,Directed,63768
4325,9010,Directed,63769
3865,9033,Directed,63770
796,8828,Directed,63771
2811,8733,Directed,63772
4,9070,Directed,63773
3080,9014,Directed,63774
3865,9033,Directed,63775
796,8828,Directed,63776
615,8972,Directed,63777
2576,8907,Directed,63778
4,9070,Directed,63779
86,8288,Directed,63780
4,9070,Directed,63781
615,8972,Directed,63782
615,8972,Directed,63783
4,9070,Directed,63784
615,8972,Directed,63785
4550,9068,Directed,63786
3080,8869,Directed,63787
4,9070,Directed,63788
421,8260,Directed,63789
615,8972,Directed,63790
4,9070,Directed,63791
615,8972,Directed,63792
4586,8268,Directed,63793
983,8251,Directed,63794
615,8972,Directed,63795
4,9070,Directed,63796
1296,8268,Directed,63797
615,8972,Directed,63798
4,9070,Directed,63799
4,9070,Directed,63800
1296,8268,Directed,63801
2,8229,Directed,63802
938,8632,Directed,63803
615,8972,Directed,63804
4587,8888,Directed,63805
3148,8339,Directed,63806
4,9070,Directed,63807
1666,8367,Directed,63808
1296,8268,Directed,63809
2921,8948,Directed,63810
938,8936,Directed,63811
615,8972,Directed,63812
4,9070,Directed,63813
578,8942,Directed,63814
615,8972,Directed,63815
4,9070,Directed,63816
578,8942,Directed,63817
3080,8869,Directed,63818
53,8442,Directed,63819
578,8942,Directed,63820
4,9070,Directed,63821
4588,8579,Directed,63822
1296,8268,Directed,63823
4581,8806,Directed,63824
1402,8251,Directed,63825
4344,8806,Directed,63826
615,8972,Directed,63827
615,8972,Directed,63828
2,8229,Directed,63829
4587,8888,Directed,63830
3148,8339,Directed,63831
1402,8251,Directed,63832
2,8229,Directed,63833
721,8585,Directed,63834
2,8229,Directed,63835
615,8972,Directed,63836
36,8411,Directed,63837
4588,8579,Directed,63838
615,8972,Directed,63839
4581,8806,Directed,63840
63,8694,Directed,63841
160,8316,Directed,63842
2,8229,Directed,63843
2,8229,Directed,63844
4589,8806,Directed,63845
36,8411,Directed,63846
4590,8607,Directed,63847
4588,8579,Directed,63848
4581,8806,Directed,63849
4591,8806,Directed,63850
4583,8549,Directed,63851
615,8972,Directed,63852
4581,8806,Directed,63853
68,9010,Directed,63854
4325,9010,Directed,63855
4325,9010,Directed,63856
4581,8806,Directed,63857
2921,8948,Directed,63858
4325,9010,Directed,63859
1402,8251,Directed,63860
2202,8644,Directed,63861
903,8664,Directed,63862
526,8510,Directed,63863
4591,8806,Directed,63864
4588,8579,Directed,63865
4592,9022,Directed,63866
492,8470,Directed,63867
3146,8806,Directed,63868
1402,8251,Directed,63869
4593,8806,Directed,63870
17,8806,Directed,63871
1402,8251,Directed,63872
4591,8806,Directed,63873
43,9048,Directed,63874
1105,8658,Directed,63875
2921,8948,Directed,63876
43,9048,Directed,63877
1829,8806,Directed,63878
1296,8268,Directed,63879
678,8960,Directed,63880
78,8328,Directed,63881
1296,8268,Directed,63882
4594,8577,Directed,63883
2939,8973,Directed,63884
117,8326,Directed,63885
78,8328,Directed,63886
4344,8806,Directed,63887
678,9044,Directed,63888
481,8806,Directed,63889
2557,8448,Directed,63890
678,9044,Directed,63891
678,9044,Directed,63892
481,8806,Directed,63893
4344,8806,Directed,63894
1296,8268,Directed,63895
678,9044,Directed,63896
678,9044,Directed,63897
68,9045,Directed,63898
678,9044,Directed,63899
492,8470,Directed,63900
4257,9055,Directed,63901
1402,8251,Directed,63902
4591,8806,Directed,63903
1296,8268,Directed,63904
117,8326,Directed,63905
870,8438,Directed,63906
678,9044,Directed,63907
339,8747,Directed,63908
319,8411,Directed,63909
1296,8268,Directed,63910
4325,9010,Directed,63911
4325,9010,Directed,63912
2294,8691,Directed,63913
1411,8474,Directed,63914
4591,8806,Directed,63915
319,8411,Directed,63916
870,8438,Directed,63917
1411,8474,Directed,63918
1411,8474,Directed,63919
1173,8424,Directed,63920
402,8579,Directed,63921
2921,8948,Directed,63922
17,8357,Directed,63923
615,8972,Directed,63924
4344,8806,Directed,63925
678,8698,Directed,63926
1972,8828,Directed,63927
4344,8806,Directed,63928
615,8972,Directed,63929
870,8438,Directed,63930
4257,9055,Directed,63931
87,8951,Directed,63932
656,8441,Directed,63933
1114,8946,Directed,63934
1314,8577,Directed,63935
2988,8952,Directed,63936
870,8438,Directed,63937
4595,8806,Directed,63938
4257,9055,Directed,63939
3865,9033,Directed,63940
903,8664,Directed,63941
4257,9055,Directed,63942
4257,9055,Directed,63943
3865,9033,Directed,63944
609,8375,Directed,63945
4344,8806,Directed,63946
3124,8812,Directed,63947
3084,8950,Directed,63948
4588,8579,Directed,63949
4344,8806,Directed,63950
1521,8466,Directed,63951
4257,9055,Directed,63952
1972,8828,Directed,63953
2893,8257,Directed,63954
319,8411,Directed,63955
2599,8923,Directed,63956
4576,8917,Directed,63957
4325,9010,Directed,63958
4588,8579,Directed,63959
4325,9010,Directed,63960
4588,8579,Directed,63961
609,8375,Directed,63962
1972,8828,Directed,63963
615,8972,Directed,63964
615,8972,Directed,63965
615,8972,Directed,63966
1114,8946,Directed,63967
615,8972,Directed,63968
1139,8960,Directed,63969
1139,8960,Directed,63970
4257,9055,Directed,63971
1139,8960,Directed,63972
1299,8273,Directed,63973
903,8664,Directed,63974
1694,8585,Directed,63975
1139,8508,Directed,63976
4550,9068,Directed,63977
4019,8806,Directed,63978
2921,8948,Directed,63979
4019,8806,Directed,63980
4550,9068,Directed,63981
2746,9057,Directed,63982
129,8336,Directed,63983
129,8336,Directed,63984
2557,8924,Directed,63985
4588,8579,Directed,63986
129,8336,Directed,63987
1694,8585,Directed,63988
1972,8828,Directed,63989
4596,8435,Directed,63990
2978,8828,Directed,63991
4597,8365,Directed,63992
221,8734,Directed,63993
1114,8946,Directed,63994
1694,8585,Directed,63995
465,8509,Directed,63996
2557,8924,Directed,63997
1694,8585,Directed,63998
81,8256,Directed,63999
903,8664,Directed,64000
117,8326,Directed,64001
2599,8923,Directed,64002
117,8326,Directed,64003
894,8661,Directed,64004
2557,8924,Directed,64005
195,8346,Directed,64006
1889,8526,Directed,64007
81,8256,Directed,64008
4588,8579,Directed,64009
2746,9057,Directed,64010
2599,8923,Directed,64011
4598,8601,Directed,64012
894,8661,Directed,64013
2746,9057,Directed,64014
1296,8268,Directed,64015
683,8264,Directed,64016
81,8256,Directed,64017
1296,8268,Directed,64018
935,8579,Directed,64019
195,8346,Directed,64020
678,8698,Directed,64021
2746,9057,Directed,64022
81,8256,Directed,64023
4599,9045,Directed,64024
1296,8268,Directed,64025
4598,8601,Directed,64026
4550,9068,Directed,64027
1114,8946,Directed,64028
81,8256,Directed,64029
1296,8268,Directed,64030
1568,8792,Directed,64031
4325,9010,Directed,64032
2557,8924,Directed,64033
22,8549,Directed,64034
1972,8828,Directed,64035
4532,8828,Directed,64036
1114,8946,Directed,64037
2557,8924,Directed,64038
336,8723,Directed,64039
532,8601,Directed,64040
4588,8579,Directed,64041
1972,8828,Directed,64042
1411,8474,Directed,64043
117,8326,Directed,64044
4600,8241,Directed,64045
4325,9010,Directed,64046
903,8664,Directed,64047
2557,8924,Directed,64048
4550,9068,Directed,64049
861,8549,Directed,64050
1568,8792,Directed,64051
894,8661,Directed,64052
2599,8923,Directed,64053
1568,8792,Directed,64054
4550,9068,Directed,64055
2294,8691,Directed,64056
81,8256,Directed,64057
81,8256,Directed,64058
1568,8792,Directed,64059
4293,8950,Directed,64060
4601,8631,Directed,64061
1568,8792,Directed,64062
2557,8924,Directed,64063
954,8970,Directed,64064
1972,8828,Directed,64065
1568,8792,Directed,64066
903,8664,Directed,64067
2365,8582,Directed,64068
2557,8924,Directed,64069
68,8873,Directed,64070
948,8673,Directed,64071
4602,8762,Directed,64072
903,8664,Directed,64073
4550,9068,Directed,64074
3866,8267,Directed,64075
2599,8923,Directed,64076
4550,9068,Directed,64077
4603,9054,Directed,64078
499,9062,Directed,64079
2599,8923,Directed,64080
1972,8828,Directed,64081
